Gene	Tissue	NPat	KnownDriver	Mode	AllDriver	MutSigCV	OncodriveFM	OncodriveCLUST	NMC	MutSig-CL	e-Driver	e-Driver3D	iPAC	GraphPAC	SpacePAC	CLUMPS	iSIMPRe	ActiveDriver	Hotspot	LowMACA	Detected
CXXC11	luad	13	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ENG	luad	7	No	N/A	No	0.4459304	1	1	1	0.142	1	1	1	1	1	1	1	1	1	1	0
EIF3L	luad	10	No	N/A	No	1	0.424939059052645	0.0107520760273	0.003872213	0.594	1	1	1	1	1	1	1	0.119271819705989	1	1	2
TRMT6	luad	8	No	N/A	No	0.7809876	1	1	1	0.674	1	1	1	1	1	1	1	0.205538892799868	1	1	0
OR4N2	luad	31	No	N/A	No	0.2682269	1	1	1	0.692	1	1	1	1	1	0.934889	1	1	1	1	0
GLP2R	luad	17	No	N/A	No	0.7147353	1	1	1	0.383	1	1	1	1	1	0.976418	1	1	1	1	0
FAM73A	luad	10	No	N/A	No	1	0.916184685725886	1	1	0.275	1	1	1	1	1	1	1	1	1	1	0
SLC36A3	luad	5	No	N/A	No	1	1	1	1	0.839	1	1	1	1	1	1	1	1	1	1	0
COQ10A	luad	5	No	N/A	No	0.8492207	1	1	1	0.164	1	1	1	1	1	1	1	1	1	1	0
OR10G2	luad	11	No	N/A	No	0.01626898	1	1	1	0.428	1	1	1	1	1	1	1	1	1	1	1
AC004824.2	luad	11	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
UBXN7	luad	8	No	N/A	No	1	1	0.0195151312087	1	0.148	1	1	1	1	1	1	1	1	1	1	1
RMI1	luad	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PRR23B	luad	5	No	N/A	No	0.8703461	1	1	1	0.807	1	1	1	1	1	1	1	1	1	1	0
CPSF7	luad	8	No	N/A	No	1	0.303861432172982	1	1	0.91	1	1	1	1	1	1	1	0.0280519592581056	1	1	1
WBSCR17	luad	33	No	N/A	No	1	1	1	1	0.139	1	1	1	1	1	0.778504	1	1	1	1	0
UBR5	luad	33	No	Unk	Missense somatic drivers in other tissues	0.1751384	1.98146659080578e-07	0.424632160316	1	0.218	1	1	1	1	1	1	1	0.00109875479186206	1	1	2
CTB-54O9.9	luad	8	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
GK2	luad	10	No	N/A	No	0.7381616	1	1	1	0.283	1	1	1	1	1	0.8686	1	0.181448657752375	1	1	0
HLTF	luad	13	No	N/A	No	0.1785314	1	1	1	0.716	1	1	1	1	1	1	1	1	1	1	0
PADI4	luad	11	No	N/A	No	1	1	1	1	0.536	1	1	1	1	1	0.981951	1	1	1	1	0
TECPR2	luad	19	No	N/A	No	0.8169846	1	1	1	0.805	1	1	1	1	1	1	1	1	1	1	0
NR5A1	luad	6	No	N/A	No	0.1341766	1	1	1	0.301	1	1	1	1	1	1	1	1	1	1	0
AC012313.1	luad	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CHRM3	luad	26	No	N/A	No	0.4281624	1	1	1	0.0939	1	1	1	1	1	0.891633	1	1	1	1	0
ZNF781	luad	5	No	N/A	No	1	1	1	1	0.809	1	1	1	1	1	1	1	1	1	1	0
GALNTL5	luad	5	No	N/A	No	0.7370807	1	1	1	0.473	1	1	1	1	1	1	1	1	1	1	0
AC068533.7	luad	8	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
UMODL1	luad	18	No	N/A	No	0.7770861	1	1	1	0.35	1	1	1	1	1	1	1	1	1	1	0
TENM3	luad	52	No	N/A	No	1	0.440749075361117	0.48675857863	1	1	1	1	1	1	1	0.866342	1	1	1	1	0
SLC18A1	luad	9	No	N/A	No	0.3386645	1	1	1	0.0636	1	1	1	1	1	1	1	1	1	1	0
AMELX	luad	14	No	N/A	No	0.8163148	1	1	1	0.798	1	1	1	1	1	1	1	1	1	1	0
ANGPTL5	luad	13	No	N/A	No	0.800034	1	1	1	0.011	1	1	1	1	1	0.92787	1	1	1	1	1
PRSS12	luad	7	No	N/A	No	1	1	1	1	0.925	1	1	1	1	1	1	1	1	1	1	0
CABLES1	luad	6	No	N/A	No	0.2528426	0.675648921643079	1	1	0.884	1	1	1	1	1	1	1	0.175782517565923	1	1	0
SHANK1	luad	35	No	N/A	No	0.1202074	1	1	1	0.612	1	1	1	1	1	0.517752	1	1	1	1	0
BNC1	luad	21	No	N/A	No	0.1608895	1	1	1	0.489	1	1	1	1	1	1	1	1	1	1	0
LRRC10	luad	5	No	N/A	No	0.938884	1	1	1	0.473	1	1	1	1	1	1	1	1	1	1	0
CAPZA3	luad	9	No	N/A	No	1	1	1	1	0.221	1	1	1	1	1	1	1	1	1	1	0
TGFB2	luad	10	No	N/A	No	1	0.231809849857469	1	1	0.00976	1	1	1	1	1	0.904178	1	1	1	1	1
IL1RAPL2	luad	36	No	N/A	No	1	1	1	1	0.172	1	1	1	1	1	0.813571	1	1	1	1	0
EWSR1	luad	6	No	Unk	Other somatic drivers in other tissues	0.8145198	0.0663640724774145	1	1	0.523	1	1	1	1	1	1	1	0.184538902682221	1	1	0
FAM110B	luad	6	No	N/A	No	1	1	1	1	0.254	1	1	1	1	1	1	1	0.145436760373385	1	1	0
AL590714.1	luad	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CHERP	luad	7	No	N/A	No	1	1	1	1	0.649	1	1	1	1	1	1	1	1	1	1	0
PTP4A3	luad	10	No	N/A	No	1	1	1	1	0.846	1	1	1	1	1	1	1	1	1	1	0
MED12L	luad	60	No	N/A	No	1	1	1	1	0.259	1	1	1	1	1	1	1	0.191398046396397	1	1	0
KIAA1377	luad	13	No	N/A	No	1	1	1	1	0.714	1	1	1	1	1	1	1	1	1	1	0
ZSWIM1	luad	18	No	N/A	No	0.8554775	0.863263213578711	1	1	0.868	1	1	1	1	1	1	1	1	1	1	0
CHRNA2	luad	6	No	N/A	No	1	1	1	1	0.444	1	1	1	1	1	1	1	1	1	1	0
SP100	luad	19	No	N/A	No	0.004727919	0.753731285160898	1	1	0.663	1	1	1	1	1	1	1	1	1	1	1
ANXA13	luad	6	No	N/A	No	1	1	1	1	0.0735	1	1	1	1	1	1	1	1	1	1	0
VNN1	luad	10	No	N/A	No	0.5439142	1	1	1	0.367	1	1	1	1	1	0.8686	1	1	1	1	0
ALPK2	luad	36	No	N/A	No	0.4070962	1	1	3.474686e-05	0.971	0.370006631431259	1	1	1	1	1	1	1	1	1	1
HTR2C	luad	9	No	N/A	No	1	1	1	1	0.481	1	1	1	1	1	0.997626	1	1	1	1	0
RBM48	luad	6	No	N/A	No	1	0.216392580320498	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SGTB	luad	5	No	N/A	No	0.7252653	1	1	1	0.221	1	1	1	1	1	1	1	0.13980524293827	1	1	0
B3GNT3	luad	7	No	N/A	No	0.8354432	1	1	1	0.255	1	1	1	1	1	1	1	0.109200749101697	1	1	0
NLRP8	luad	30	No	N/A	No	1	1	1	1	0.108	1	1	1	1	1	0.916474	1	1	1	1	0
SNX2	luad	5	No	N/A	No	1	0.0237357992145501	0.0301408657406	1	0.721	1	1	1	1	1	1	1	1	1	1	2
RPUSD3	luad	6	No	N/A	No	0.7725082	1	1	1	0.929	1	1	1	1	1	1	1	1	1	1	0
MYOF	luad	21	No	N/A	No	0.02265887	1	1	1	0.849	1	1	1	1	1	1	1	1	1	1	1
ZNF724P	luad	9	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KRTAP21-1	luad	10	No	N/A	No	0.05147656	1	1	1	0.0915	1	1	1	1	1	1	1	1	1	1	0
LMAN1	luad	7	No	N/A	No	0.5446953	1	1	1	0.158	1	1	1	1	1	1	1	1	1	1	0
TIMP4	luad	5	No	N/A	No	0.2739821	1	1	1	0.662	1	1	1	1	1	1	1	1	1	1	0
KRT40	luad	7	No	N/A	No	1	1	1	1	0.324	1	1	1	1	1	1	1	1	1	1	0
KLK15	luad	11	No	N/A	No	0.6676278	1	1	1	0.599	1	1	1	1	1	0.92874	1	1	1	1	0
SLC12A4	luad	8	No	N/A	No	1	1	1	1	0.581	1	1	1	1	1	1	1	1	1	1	0
AL121963.1	luad	8	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ZNHIT2	luad	11	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PPIP5K2	luad	9	No	N/A	No	1	1	1	1	0.328	1	1	1	1	1	1	1	0.0013795425749748	1	1	1
TLR9	luad	19	No	N/A	No	0.5436574	1	1	1	0.654	0.985098652124064	1	1	1	1	0.797848	1	1	1	1	0
GDF5OS	luad	12	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KBTBD7	luad	5	No	N/A	No	1	0.830658258009152	1	1	0.781	1	1	1	1	1	1	1	1	1	1	0
WDR60	luad	12	No	N/A	No	0.385319	0.105282498259503	0.242974966049	1	0.0187	1	1	1	1	1	1	1	1	1	1	1
HAX1	luad	16	No	N/A	No	0.2732406	0.754075665229218	1	1	0.0961	1	1	1	1	1	1	1	1	1	1	0
PAX4	luad	16	No	N/A	No	0.2580826	1	1	1	0.827	1	1	1	1	1	1	1	1	1	1	0
IFRD2	luad	12	No	N/A	No	0.8658171	1	1	1	0.913	1	1	1	1	1	1	1	1	1	1	0
UGT2B28	luad	21	No	N/A	No	0.2500872	1	1	5.208636e-05	0.0775	1	1	1	1	1	0.434966	0.007395	1	1	1	2
PLEKHS1	luad	12	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PRSS37	luad	5	No	N/A	No	0.7087138	1	1	1	0.148	1	1	1	1	1	1	1	1	1	1	0
LTK	luad	14	No	N/A	No	0.4989498	1	1	1	0.12	1	1	1	1	1	0.893218	1	0.141839507998035	1	0.003941206	1
GLTSCR2	luad	7	No	N/A	No	0.5107543	0.102045650639497	1	1	0.467	1	1	1	1	1	1	1	1	1	1	0
THEG	luad	7	No	N/A	No	1	1	1	1	0.21	1	1	1	1	1	1	1	1	1	1	0
SYT9	luad	20	No	N/A	No	0.001212103	1	1	1	0.74	1	1	1	1	1	0.997626	1	1	1	1	1
OAS2	luad	14	No	N/A	No	1	0.454014900153488	1	1	0.257	0.963214505564536	1	1	1	1	0.924518	1	1	1	1	0
C16orf93	luad	14	No	N/A	No	1	1	1	1	0.709	1	1	1	1	1	1	1	1	1	1	0
HPS3	luad	7	No	N/A	No	0.7293454	1	1	1	0.316	1	1	1	1	1	1	1	1	1	1	0
RFX4	luad	16	No	N/A	No	0.6178009	1	1	1	0.0184	1	1	1	1	1	1	1	1	1	1	1
ZBTB25	luad	6	No	N/A	No	0.2505676	1	1	1	0.693	1	1	1	1	1	1	1	1	1	1	0
DENND3	luad	10	No	N/A	No	1	1	1	1	0.458	1	1	1	1	1	1	1	1	1	1	0
STAG2	luad	22	No	Unk	Missense somatic drivers in other tissues	0.3170486	0.0297903219423945	1	1	0.636	1	1	1	1	1	0.727521	1	0.0193738071402782	1	1	2
GMPR2	luad	8	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ELSPBP1	luad	8	No	N/A	No	0.01304587	1	1	1	0.532	1	1	1	1	1	0.702459	1	1	1	1	1
HIST1H2AL	luad	14	No	N/A	No	1	1	1	1	0.261	1	1	1	1	1	1	1	1	1	1	0
CYB5R4	luad	9	No	N/A	No	0.3302314	1	1	1	0.165	1	1	1	1	1	1	1	1	1	1	0
TRAPPC1	luad	9	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	0.160544846088404	1	1	0
BTBD11	luad	19	No	N/A	No	0.7165251	1	1	1	0.408	1	1	1	1	1	0.895224	1	1	1	1	0
KIAA1024	luad	13	No	N/A	No	1	1	1	1	0.746	1	1	1	1	1	1	1	1	1	1	0
MFAP3	luad	6	No	N/A	No	1	0.886426163508335	1	1	0.0251	1	1	1	1	1	1	1	1	1	1	1
CDK17	luad	9	No	N/A	No	1	1	1	1	0.374	1	1	1	1	1	0.958437	1	0.206992146407898	1	1	0
DMBX1	luad	14	No	N/A	No	0.005493902	1	1	1	0.102	1	1	1	1	1	1	1	1	1	1	1
RBM12	luad	9	No	N/A	No	0.5822342	1	1	1	0.938	1	1	1	1	1	1	1	1	1	1	0
SLC16A1	luad	6	No	N/A	No	0.5027748	1	1	1	0.412	1	1	1	1	1	1	1	1	1	1	0
ZNF675	luad	14	No	N/A	No	0.1231725	0.000376039238103032	0.0634165244918	1	0.761	1	1	1	1	1	1	1	1	1	1	1
CADPS2	luad	27	No	N/A	No	1	1	1	1	0.0607	1	1	1	1	1	1	1	1	1	1	0
ZNF730	luad	18	No	N/A	No	1	1	1	1	1	1	1	1	1	1	0.51945	1	0.000451649101364627	1	1	1
FBF1	luad	5	No	N/A	No	1	1	0.0107520760273	1	0.00341	1	1	1	1	1	1	1	1	1	1	2
SAMD15	luad	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PPARG	luad	8	No	Unk	Other somatic drivers in other tissues	0.2161689	1	1	1	0.297	1	1	1	1	1	0.92874	1	1	1	1	0
SRPX2	luad	8	No	N/A	No	1	1	1	1	0.407	1	1	1	1	1	1	1	1	1	1	0
NFAT5	luad	13	No	N/A	No	1	1	1	0.0001684551	0.802	0.829459497731231	1	1	1	1	1	1	1	1	1	1
PUS7L	luad	11	No	N/A	No	1	1	1	1	0.853	1	1	1	1	1	1	1	1	1	1	0
ITGA7	luad	17	No	N/A	No	1	1	1	1	0.63	1	1	1	1	1	0.975898	1	1	1	1	0
DDIT3	luad	6	No	TSG	Other somatic drivers in other tissues	1	1	1	1	0.425	1	1	1	1	1	1	1	1	1	1	0
TRIP10	luad	6	No	N/A	No	1	1	1	1	0.9	1	1	1	1	1	1	1	0.0658807337479128	1	1	0
RTEL1	luad	13	No	N/A	No	0.489025	1	1	1	0.985	1	1	1	1	1	1	1	1	1	1	0
IQCB1	luad	5	No	N/A	No	1	1	1	1	0.779	1	1	1	1	1	1	1	1	1	1	0
CASP3	luad	5	No	N/A	No	0.4767711	0.187569609910261	0.0107520760273	1	0.68	1	1	1	1	1	1	1	1	1	1	1
CPA2	luad	11	No	N/A	No	0.5291161	1	1	1	0.446	1	1	0.002106025	1	0.574	0.752492	1	1	1	1	1
RFPL3	luad	7	No	N/A	No	0.5402038	1	1	1	0.908	1	1	1	1	1	0.877851	1	1	1	1	0
HEPN1	luad	12	No	N/A	No	0.341427	1	1	1	0.69	1	1	1	1	1	1	1	1	1	1	0
OTOP1	luad	21	No	N/A	No	0.06645137	1	1	1	0.158	1	1	1	1	1	1	6.25e-06	1	1	1	1
HTR2A	luad	6	No	N/A	No	0.9527571	1	1	1	0.666	1	1	1	1	1	1	1	1	1	1	0
OR52J3	luad	15	No	N/A	No	0.09556452	1	1	1	0.612	1	1	1	1	1	0.816222	1	1	1	1	0
F2RL2	luad	15	No	N/A	No	0.02713925	1	1	1	0.202	1	1	1	1	1	0.599365	1	1	1	1	1
CLEC17A	luad	7	No	N/A	No	0.09103687	1	1	1	0.5	1	1	1	1	1	1	1	1	1	1	0
ITPRIP	luad	9	No	N/A	No	0.8649108	1	1	1	0.0371	1	1	1	1	1	1	1	1	1	1	1
UNC13C	luad	52	No	N/A	No	1	1	1	1	0.983	1	1	1	1	1	0.943882	1	1	1	1	0
PCLO	luad	137	No	N/A	No	0.4675088	0.000134554554896971	0.483439930402	1	0.00319	1	1	1	1	1	0.83071	1	0.211754567546245	1	1	2
HIST1H4A	luad	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
RIT1	luad	12	No	N/A	No	0.000436248	0.0628689915780041	0.100384925611	1	0.44	1	1	1	1	1	0.831255	0.001748	1	1	1	2
SUGP2	luad	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PELP1	luad	11	No	N/A	No	0.5391405	1	1	1	0.486	1	1	1	1	1	1	1	1	1	1	0
OSGIN1	luad	7	No	N/A	No	0.904334	1	1	1	0.0284	1	1	1	1	1	1	1	1	1	1	1
TUBA3C	luad	28	No	N/A	No	0.435602	1	1	1	0.615	1	1	1	1	1	0.929167	1	1	1	1	0
TRPV5	luad	35	No	N/A	No	0.6758006	1	1	1	0.83	1	1	1	1	1	0.964238	1	1	1	1	0
CNOT3	luad	12	No	TSG	Missense somatic drivers in other tissues	0.8696959	1	1	1	0.758	1	1	1	1	1	1	1	1	1	1	0
PPFIA3	luad	19	No	N/A	No	0.972447	0.0209178645401922	1	1	0.117	1	1	1	1	1	1	1	0.137542558179065	1	1	1
PRDM9	luad	82	No	N/A	No	0.948534	1	1	1	0.0388	1	1	0.002327101	1	0.012	0.727521	1	1	1	1	3
CPT1C	luad	13	No	N/A	No	0.09788028	1	1	1	0.371	1	1	1	1	1	0.940867	1	1	1	1	0
SATB1	luad	10	No	N/A	No	0.9118358	0.725023945080961	1	1	0.384	1	1	1	1	1	1	1	1	1	1	0
TANGO6	luad	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PCDHGA1	luad	313	No	N/A	No	1	1	1	1	0.474	1	1	1	1	1	0.866342	1	1	1	1	0
BTBD10	luad	7	No	N/A	No	0.7083259	0.690840717259717	0.0634165244918	1	0.444	1	1	1	1	1	1	1	1	1	1	0
SCNN1D	luad	7	No	N/A	No	0.2265224	1	1	1	0.547	1	1	1	1	1	1	1	1	1	1	0
OR10R2	luad	17	No	N/A	No	0.001681778	1	1	1	0.802	1	1	1	1	1	1	1	1	1	1	1
CRX	luad	16	No	N/A	No	0.007648534	1	1	1	0.696	1	1	1	1	1	1	1	1	1	1	1
EVX2	luad	6	No	N/A	No	1	1	1	1	0.631	1	1	1	1	1	1	1	1	1	1	0
FBXL7	luad	44	No	N/A	No	0.00153072	1	0.264254949146	1	0.532	1	1	1	1	1	0.936055	1	1	1	1	1
TLN1	luad	16	No	N/A	No	0.5800836	0.704855149072178	1	1	0.297	1	1	1	1	1	1	1	1	1	1	0
DCAF8	luad	16	No	N/A	No	0.02784043	0.16217431651129	0.281939728329	1	0.917	1	1	1	1	1	1	1	1	1	1	1
CDKL5	luad	11	No	N/A	No	1	1	1	1	0.427	1	1	1	1	1	1	1	0.165575943996682	1	1	0
ZNF354A	luad	9	No	N/A	No	0.06512457	0.0191007006918605	1	1	0.832	1	1	1	1	1	1	1	1	1	1	1
ATR	luad	27	No	TSG	Missense somatic drivers in other tissues	0.6939928	1	1	1	0.431	1	1	1	1	1	1	1	0.165959148270761	1	1	0
PSMC5	luad	12	No	N/A	No	1	0.0823890414140481	1	1	0.878	1	1	1	1	1	1	1	1	1	1	0
KLHL31	luad	6	No	N/A	No	1	1	1	1	0.382	1	1	1	1	1	1	1	1	1	1	0
CCDC101	luad	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CSMD1	luad	157	No	N/A	No	0.08767654	1	1	1	0.589	1	0.189810976805691	1	1	1	0.891633	1	1	1	1	0
INS	luad	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
CBWD2	luad	5	No	N/A	No	0.4544055	0.999614042817049	1	1	0.128	1	1	1	1	1	1	1	0.174022411986184	1	1	0
CNOT1	luad	24	No	N/A	No	0.2908155	1	1	1	0.384	1	1	1	1	1	1	1	0.0649636001131257	1	1	0
AL049829.1	luad	8	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
PTCHD2	luad	42	No	N/A	No	0.127933	1	1	1	0.0892	1	1	1	1	1	1	1	1	1	1	0
PDK3	luad	5	No	N/A	No	0.9164233	0.90319003516113	1	1	0.343	1	1	1	1	1	1	1	1	1	1	0
FST	luad	5	No	N/A	No	1	1	1	1	0.992	1	1	1	1	1	1	1	1	1	1	0
B3GNT1	luad	6	No	N/A	No	0.3584446	1	1	1	0.153	1	1	1	1	1	1	1	1	1	1	0
SEMA3E	luad	15	No	N/A	No	1	1	1	1	0.0722	1	1	1	1	1	0.947847	1	1	1	1	0
TRIM21	luad	10	No	N/A	No	0.8220842	0.910222300167219	1	1	0.416	1	1	1	1	1	1	1	1	1	1	0
SUSD1	luad	6	No	N/A	No	0.4909148	0.892194087500142	1	1	0.826	1	1	1	1	1	1	1	1	1	1	0
HNRNPH1	luad	5	No	N/A	No	0.8324769	0.231809849857469	1	1	0.311	1	1	1	1	1	1	1	1	1	1	0
COBL	luad	28	No	N/A	No	1	1	1	1	0.423	1	1	1	1	1	1	1	1	1	1	0
ZFHX3	luad	27	No	TSG	Missense somatic drivers in other tissues	1	1	1	1	0.164	0.829459497731231	1	1	1	1	1	1	1	1	1	0
CCDC136	luad	19	No	N/A	No	0.09040557	1	1	1	0.501	1	1	1	1	1	1	1	1	1	1	0
CCDC14	luad	8	No	N/A	No	0.8275086	0.859700775662138	1	1	0.176	1	1	1	1	1	1	1	1	1	1	0
ACTB	luad	10	No	N/A	No	0.008192498	0.320298051370096	1	1	0.886	1	1	1	1	1	0.931447	1	0.0206785493258842	1	1	2
RUNX3	luad	6	No	N/A	No	0.9485887	1	1	1	0.556	1	1	1	1	1	1	1	1	1	1	0
SAPCD1	luad	9	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
TMEM63A	luad	13	No	N/A	No	1	1	1	1	0.861	1	1	1	1	1	1	1	1	1	1	0
OR51T1	luad	17	No	N/A	No	0.005924724	1	1	1	0.0472	1	1	1	1	1	1	1	1	1	0.002031438	3
SLK	luad	11	No	N/A	No	0.3286752	0.506561160872312	1	1	0.334	1	1	1	1	1	1	1	1	1	1	0
PRPF40A	luad	13	No	N/A	No	1	1	1	1	0.542	1	1	1	1	1	1	1	1	1	1	0
GALNT3	luad	12	No	N/A	No	1	0.00560463779246166	1	1	0.0498	1	1	1	1	1	0.8686	1	1	1	1	2
LRRTM1	luad	22	No	N/A	No	1	1	1	1	0.225	1	1	1	1	1	0.92874	1	1	1	1	0
LCMT1	luad	5	No	N/A	No	1	1	1	1	0.011	1	1	1	1	1	0.740921	1	1	1	1	1
SYTL4	luad	19	No	N/A	No	0.770397	0.0331443933961099	1	1	0.593	0.977836716081565	1	1	1	1	1	1	1	1	1	1
GPR156	luad	16	No	N/A	No	0.03069871	1	1	1	0.769	1	1	1	1	1	1	1	1	1	1	1
SAFB	luad	5	No	N/A	No	1	0.597004315455368	1	1	0.13	1	1	1	1	1	1	1	0.0899323851841359	1	1	0
EXO1	luad	15	No	N/A	No	0.1097682	1	1	1	0.671	1	1	1	1	1	0.837667	1	0.134045862786499	1	1	0
CXorf57	luad	6	No	N/A	No	1	1	1	1	0.00159	1	1	1	1	1	1	1	1	1	1	1
KIF21A	luad	27	No	N/A	No	0.1538538	4.90900520233595e-08	0.22129056329	1	0.947	1	1	1	1	1	1	1	1	1	1	1
EML3	luad	12	No	N/A	No	1	1	1	1	0.0726	1	1	1	1	1	1	1	0.188837371605769	1	1	0
CNR1	luad	15	No	N/A	No	0.7977666	1	1	1	0.45	1	1	1	1	1	1	1	1	1	1	0
DLEC1	luad	8	No	N/A	No	1	1	1	1	0.48	1	1	1	1	1	1	1	1	1	1	0
AFTPH	luad	6	No	N/A	No	0.7589509	1	1	1	0.0529	1	1	1	1	1	1	1	1	1	1	0
SLC38A5	luad	5	No	N/A	No	0.4823067	1	1	1	0.226	1	1	1	1	1	1	1	1	1	1	0
CHAMP1	luad	6	No	N/A	No	1	0.884216994381927	0.0301408657406	1	1	1	1	1	1	1	1	1	0.00966116973796938	1	1	2
OR10W1	luad	16	No	N/A	No	0.04827478	1	1	1	0.441	1	1	1	1	1	0.924518	1	1	1	1	1
ABTB1	luad	6	No	N/A	No	1	1	1	1	0.642	1	1	1	1	1	1	1	1	1	1	0
SLITRK1	luad	52	No	N/A	No	0.8609566	1	1	1	0.169	1	1	1	1	1	0.84456	1	1	1	1	0
DENND2A	luad	25	No	N/A	No	0.002277215	1	1	1	0.506	1	1	1	1	1	0.921578	1	1	1	1	1
UHRF2	luad	6	No	N/A	No	1	1	1	1	0.03	1	1	1	1	1	1	1	1	1	1	1
PSMA7	luad	6	No	N/A	No	0.2682269	0.0869920632893711	1	1	0.837	1	1	1	1	1	1	1	1	1	1	0
OFD1	luad	16	No	N/A	No	0.2399768	1	1	1	0.943	1	1	1	1	1	1	1	0.205538892799868	1	1	0
ANGEL2	luad	6	No	N/A	No	0.8531767	1	1	1	0.848	1	1	1	1	1	1	1	0.189346503099617	1	1	0
RBFOX1	luad	37	No	N/A	No	1	1	1	1	1	1	1	1	1	1	0.858454	1	1	1	1	0
CPNE6	luad	14	No	N/A	No	0.4745441	1	1	1	0.632	1	1	1	1	1	1	1	1	1	1	0
MPPED1	luad	11	No	N/A	No	0.10193	1	1	1	0.913	1	1	1	1	1	0.968732	1	1	1	1	0
BSN	luad	30	No	N/A	No	1	1	1	1	0.0111	1	1	1	1	1	1	1	0.150567786592704	1	1	1
KRTAP4-8	luad	15	No	N/A	No	1	1	1	2.240019e-07	0.151	1	1	1	1	1	1	1	1	1	1	1
KIAA1328	luad	5	No	N/A	No	1	1	1	1	0.258	1	1	1	1	1	1	1	1	1	1	0
RHOC	luad	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
ACADM	luad	8	No	N/A	No	0.04029733	0.313003294262282	1	1	0.0584	1	1	1	1	1	0.954462	1	1	1	1	1
SLC35A4	luad	7	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
HABP2	luad	8	No	N/A	No	1	1	1	1	0.71	1	1	1	1	1	1	1	1	1	1	0
FGD6	luad	16	No	N/A	No	0.1876273	1	1	1	0.185	1	1	1	1	1	1	1	0.0752037381958614	1	1	0
CYP17A1	luad	6	No	N/A	No	0.2666661	1	1	1	0.932	1	1	1	1	1	0.893218	1	1	1	1	0
PLSCR4	luad	10	No	N/A	No	0.317337	0.667408339369985	1	1	0.218	1	1	1	1	1	1	1	1	1	1	0
BCR	luad	11	No	OG	Other somatic drivers in other tissues	0.8895412	1	0.170584080939	1	0.781	1	1	1	1	1	1	1	0.201850329939093	1	1	0
BCO2	luad	13	No	N/A	No	0.3429955	1	1	1	0.159	1	1	1	1	1	0.851184	1	1	1	1	0
ERCC6L	luad	8	No	N/A	No	0.8618385	1	1	1	0.552	1	1	1	1	1	1	1	0.202752114140221	1	1	0
RP11-831H9.16	luad	17	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
KRTAP4-11	luad	30	No	N/A	No	1	1	1	2.165372e-11	0.198	1	1	1	1	1	1	0.002288	1	1	1	2
AC005544.1	luad	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
SLC23A1	luad	7	No	N/A	No	1	1	1	1	0.727	1	1	1	1	1	1	1	1	1	1	0
TEX28	luad	5	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
DACH1	luad	24	No	N/A	No	1	1	1	1	0.24	1	1	1	1	1	1	1	1	1	1	0
FLG2	luad	99	No	N/A	No	0.9622085	1	1	1	0.379	1	1	1	1	1	1	1	1	1	1	0
RNF180	luad	8	No	N/A	No	1	1	1	1	0.142	1	1	1	1	1	1	1	1	1	1	0
ST8SIA4	luad	7	No	N/A	No	0.8604808	1	1	1	0.819	1	1	1	1	1	0.92874	1	1	1	1	0
PTH2	luad	6	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	0.001082	1	1	1	1
ARPC4-TTLL3	luad	8	No	N/A	No	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
